state size: 2
action size: 2
0 episode | score: 14.00 | loss: 0.00000 | epsilon: 1.00
10 episode | score: 14.59 | loss: 0.00000 | epsilon: 1.00
20 episode | score: 15.01 | loss: 0.00000 | epsilon: 1.00
30 episode | score: 15.81 | loss: 0.00000 | epsilon: 1.00
40 episode | score: 16.39 | loss: 0.00000 | epsilon: 1.00
50 episode | score: 17.01 | loss: 0.94918 | epsilon: 1.00
60 episode | score: 16.87 | loss: 1.03186 | epsilon: 1.00
70 episode | score: 16.97 | loss: 0.84593 | epsilon: 1.00
80 episode | score: 17.04 | loss: 0.97306 | epsilon: 1.00
90 episode | score: 17.14 | loss: 1.12611 | epsilon: 1.00
100 episode | score: 17.88 | loss: 1.01668 | epsilon: 0.99
110 episode | score: 18.78 | loss: 1.13790 | epsilon: 0.99
120 episode | score: 18.66 | loss: 1.32609 | epsilon: 0.99
130 episode | score: 18.89 | loss: 0.95888 | epsilon: 0.99
140 episode | score: 19.20 | loss: 1.15608 | epsilon: 0.99
150 episode | score: 19.07 | loss: 1.11373 | epsilon: 0.99
160 episode | score: 18.84 | loss: 0.98778 | epsilon: 0.99
170 episode | score: 19.46 | loss: 1.21821 | epsilon: 0.99
180 episode | score: 19.72 | loss: 2.35484 | epsilon: 0.99
190 episode | score: 19.93 | loss: 1.51504 | epsilon: 0.98
200 episode | score: 19.90 | loss: 0.89369 | epsilon: 0.98
210 episode | score: 20.31 | loss: 0.75966 | epsilon: 0.98
220 episode | score: 20.78 | loss: 1.01881 | epsilon: 0.98
230 episode | score: 21.00 | loss: 1.38186 | epsilon: 0.98
240 episode | score: 20.83 | loss: 1.47858 | epsilon: 0.98
250 episode | score: 20.65 | loss: 2.21907 | epsilon: 0.98
260 episode | score: 20.93 | loss: 1.12329 | epsilon: 0.98
270 episode | score: 20.62 | loss: 1.28693 | epsilon: 0.98
280 episode | score: 21.13 | loss: 2.50895 | epsilon: 0.97
290 episode | score: 21.05 | loss: 0.59239 | epsilon: 0.97
300 episode | score: 20.85 | loss: 1.56996 | epsilon: 0.97
310 episode | score: 20.16 | loss: 1.08214 | epsilon: 0.97
320 episode | score: 20.14 | loss: 0.04414 | epsilon: 0.97
330 episode | score: 20.49 | loss: 4.94303 | epsilon: 0.97
340 episode | score: 20.90 | loss: 5.92390 | epsilon: 0.97
350 episode | score: 20.82 | loss: 3.67252 | epsilon: 0.97
360 episode | score: 20.97 | loss: 1.65217 | epsilon: 0.97
370 episode | score: 21.51 | loss: 4.48387 | epsilon: 0.96
380 episode | score: 21.49 | loss: 4.43739 | epsilon: 0.96
390 episode | score: 21.74 | loss: 2.81872 | epsilon: 0.96
400 episode | score: 21.40 | loss: 1.44811 | epsilon: 0.96
410 episode | score: 21.55 | loss: 6.35838 | epsilon: 0.96
420 episode | score: 21.30 | loss: 3.49111 | epsilon: 0.96
430 episode | score: 21.12 | loss: 3.52190 | epsilon: 0.96
440 episode | score: 20.73 | loss: 4.72693 | epsilon: 0.96
450 episode | score: 20.27 | loss: 1.62386 | epsilon: 0.96
460 episode | score: 20.32 | loss: 4.91283 | epsilon: 0.95
470 episode | score: 20.79 | loss: 0.06047 | epsilon: 0.95
480 episode | score: 20.71 | loss: 5.17122 | epsilon: 0.95
490 episode | score: 20.50 | loss: 3.49896 | epsilon: 0.95
500 episode | score: 20.96 | loss: 2.19870 | epsilon: 0.95
510 episode | score: 20.70 | loss: 1.79950 | epsilon: 0.95
520 episode | score: 20.75 | loss: 9.39603 | epsilon: 0.95
530 episode | score: 20.65 | loss: 5.76035 | epsilon: 0.95
540 episode | score: 21.29 | loss: 2.26593 | epsilon: 0.95
550 episode | score: 21.47 | loss: 0.04725 | epsilon: 0.94
560 episode | score: 21.40 | loss: 3.91124 | epsilon: 0.94
570 episode | score: 20.71 | loss: 6.14427 | epsilon: 0.94
580 episode | score: 20.46 | loss: 8.25736 | epsilon: 0.94
590 episode | score: 20.52 | loss: 0.08816 | epsilon: 0.94
600 episode | score: 20.20 | loss: 0.32681 | epsilon: 0.94
610 episode | score: 20.66 | loss: 6.20315 | epsilon: 0.94
620 episode | score: 20.51 | loss: 4.18111 | epsilon: 0.94
630 episode | score: 20.41 | loss: 6.33194 | epsilon: 0.94
640 episode | score: 20.39 | loss: 4.26454 | epsilon: 0.94
650 episode | score: 20.31 | loss: 0.00479 | epsilon: 0.93
660 episode | score: 21.16 | loss: 2.18378 | epsilon: 0.93
670 episode | score: 21.13 | loss: 4.59496 | epsilon: 0.93
680 episode | score: 20.34 | loss: 4.44656 | epsilon: 0.93
690 episode | score: 20.20 | loss: 2.24568 | epsilon: 0.93
700 episode | score: 20.35 | loss: 6.77434 | epsilon: 0.93
710 episode | score: 19.92 | loss: 4.56283 | epsilon: 0.93
720 episode | score: 19.87 | loss: 13.75900 | epsilon: 0.93
730 episode | score: 20.74 | loss: 6.96366 | epsilon: 0.93
740 episode | score: 20.84 | loss: 2.33841 | epsilon: 0.92
750 episode | score: 20.50 | loss: 2.35897 | epsilon: 0.92
760 episode | score: 20.19 | loss: 2.38016 | epsilon: 0.92
770 episode | score: 19.93 | loss: 11.94710 | epsilon: 0.92
780 episode | score: 21.40 | loss: 9.62602 | epsilon: 0.92
790 episode | score: 21.29 | loss: 5.06394 | epsilon: 0.92
800 episode | score: 21.00 | loss: 4.87636 | epsilon: 0.92
810 episode | score: 21.82 | loss: 5.12673 | epsilon: 0.92
820 episode | score: 21.65 | loss: 2.58718 | epsilon: 0.91
830 episode | score: 22.17 | loss: 4.98579 | epsilon: 0.91
840 episode | score: 23.09 | loss: 0.05178 | epsilon: 0.91
850 episode | score: 23.10 | loss: 2.53820 | epsilon: 0.91
860 episode | score: 22.48 | loss: 0.02402 | epsilon: 0.91
870 episode | score: 22.53 | loss: 2.56116 | epsilon: 0.91
880 episode | score: 22.02 | loss: 0.00694 | epsilon: 0.91
890 episode | score: 22.18 | loss: 2.75903 | epsilon: 0.91
900 episode | score: 22.19 | loss: 2.61459 | epsilon: 0.91
910 episode | score: 21.75 | loss: 7.85038 | epsilon: 0.90
920 episode | score: 21.86 | loss: 10.47805 | epsilon: 0.90
930 episode | score: 21.92 | loss: 5.26261 | epsilon: 0.90
940 episode | score: 21.52 | loss: 5.28285 | epsilon: 0.90
950 episode | score: 21.65 | loss: 8.00585 | epsilon: 0.90
960 episode | score: 21.71 | loss: 2.67181 | epsilon: 0.90
970 episode | score: 21.07 | loss: 5.35904 | epsilon: 0.90
980 episode | score: 20.81 | loss: 8.14361 | epsilon: 0.90
990 episode | score: 20.78 | loss: 8.11986 | epsilon: 0.90
1000 episode | score: 21.15 | loss: 5.41070 | epsilon: 0.89
1010 episode | score: 21.51 | loss: 5.43682 | epsilon: 0.89
1020 episode | score: 21.52 | loss: 8.18317 | epsilon: 0.89
1030 episode | score: 20.92 | loss: 5.48587 | epsilon: 0.89
1040 episode | score: 20.97 | loss: 2.74834 | epsilon: 0.89
1050 episode | score: 20.61 | loss: 2.76146 | epsilon: 0.89
1060 episode | score: 20.59 | loss: 8.28665 | epsilon: 0.89
1070 episode | score: 20.41 | loss: 5.53898 | epsilon: 0.89
1080 episode | score: 20.20 | loss: 5.55968 | epsilon: 0.89
1090 episode | score: 20.18 | loss: 5.56963 | epsilon: 0.89
1100 episode | score: 20.14 | loss: 8.37435 | epsilon: 0.88
1110 episode | score: 19.74 | loss: 8.40854 | epsilon: 0.88
1120 episode | score: 19.26 | loss: 8.40757 | epsilon: 0.88
1130 episode | score: 19.41 | loss: 0.09700 | epsilon: 0.88
1140 episode | score: 19.77 | loss: 2.82620 | epsilon: 0.88
1150 episode | score: 19.72 | loss: 8.48445 | epsilon: 0.88
1160 episode | score: 20.00 | loss: 2.83935 | epsilon: 0.88
1170 episode | score: 20.47 | loss: 2.85701 | epsilon: 0.88
1180 episode | score: 20.21 | loss: 2.85578 | epsilon: 0.88
1190 episode | score: 20.42 | loss: 2.86115 | epsilon: 0.87
1200 episode | score: 20.73 | loss: 2.90141 | epsilon: 0.87
1210 episode | score: 20.05 | loss: 2.87110 | epsilon: 0.87
1220 episode | score: 19.81 | loss: 5.75078 | epsilon: 0.87
1230 episode | score: 19.64 | loss: 0.00736 | epsilon: 0.87
1240 episode | score: 19.68 | loss: 2.89577 | epsilon: 0.87
1250 episode | score: 19.58 | loss: 5.78766 | epsilon: 0.87
1260 episode | score: 19.40 | loss: 8.69924 | epsilon: 0.87
1270 episode | score: 19.26 | loss: 2.93107 | epsilon: 0.87
1280 episode | score: 19.05 | loss: 2.90889 | epsilon: 0.87
1290 episode | score: 18.93 | loss: 2.91195 | epsilon: 0.87
1300 episode | score: 18.46 | loss: 2.91883 | epsilon: 0.86
1310 episode | score: 18.38 | loss: 0.01243 | epsilon: 0.86
1320 episode | score: 18.77 | loss: 0.00358 | epsilon: 0.86
1330 episode | score: 19.17 | loss: 8.78101 | epsilon: 0.86
1340 episode | score: 19.00 | loss: 8.79607 | epsilon: 0.86
1350 episode | score: 19.24 | loss: 0.07067 | epsilon: 0.86
1360 episode | score: 19.51 | loss: 2.94793 | epsilon: 0.86
1370 episode | score: 18.99 | loss: 5.89335 | epsilon: 0.86
1380 episode | score: 19.02 | loss: 8.85108 | epsilon: 0.86
1390 episode | score: 18.85 | loss: 0.00743 | epsilon: 0.86
1400 episode | score: 19.17 | loss: 5.96936 | epsilon: 0.85
1410 episode | score: 18.83 | loss: 2.96955 | epsilon: 0.85
1420 episode | score: 19.23 | loss: 5.95510 | epsilon: 0.85
1430 episode | score: 20.35 | loss: 2.98000 | epsilon: 0.85
1440 episode | score: 19.97 | loss: 5.95522 | epsilon: 0.85
1450 episode | score: 20.37 | loss: 2.99013 | epsilon: 0.85
1460 episode | score: 19.94 | loss: 3.00588 | epsilon: 0.85
1470 episode | score: 20.28 | loss: 5.97841 | epsilon: 0.85
1480 episode | score: 20.62 | loss: 0.00969 | epsilon: 0.84
1490 episode | score: 20.60 | loss: 8.99820 | epsilon: 0.84
1500 episode | score: 20.87 | loss: 11.99844 | epsilon: 0.84
1510 episode | score: 20.99 | loss: 3.04603 | epsilon: 0.84
1520 episode | score: 20.99 | loss: 9.02927 | epsilon: 0.84
1530 episode | score: 20.97 | loss: 0.01030 | epsilon: 0.84
1540 episode | score: 20.76 | loss: 3.01828 | epsilon: 0.84
1550 episode | score: 20.85 | loss: 6.03643 | epsilon: 0.84
1560 episode | score: 20.59 | loss: 3.02561 | epsilon: 0.84
1570 episode | score: 20.41 | loss: 6.05185 | epsilon: 0.84
1580 episode | score: 20.03 | loss: 0.00660 | epsilon: 0.83
1590 episode | score: 20.25 | loss: 9.08701 | epsilon: 0.83
1600 episode | score: 19.70 | loss: 3.03920 | epsilon: 0.83
1610 episode | score: 19.19 | loss: 3.03425 | epsilon: 0.83
1620 episode | score: 19.31 | loss: 0.00434 | epsilon: 0.83
1630 episode | score: 19.37 | loss: 0.00643 | epsilon: 0.83
1640 episode | score: 19.27 | loss: 3.04713 | epsilon: 0.83
1650 episode | score: 19.44 | loss: 0.01474 | epsilon: 0.83
1660 episode | score: 19.33 | loss: 0.03517 | epsilon: 0.83
1670 episode | score: 19.27 | loss: 6.09699 | epsilon: 0.83
1680 episode | score: 19.07 | loss: 3.05534 | epsilon: 0.82
1690 episode | score: 19.47 | loss: 0.00758 | epsilon: 0.82
1700 episode | score: 19.33 | loss: 6.11266 | epsilon: 0.82
1710 episode | score: 19.29 | loss: 6.11989 | epsilon: 0.82
1720 episode | score: 19.15 | loss: 3.08834 | epsilon: 0.82
1730 episode | score: 19.32 | loss: 3.06901 | epsilon: 0.82
1740 episode | score: 19.21 | loss: 3.06885 | epsilon: 0.82
1750 episode | score: 19.29 | loss: 0.01051 | epsilon: 0.82
1760 episode | score: 19.74 | loss: 12.26765 | epsilon: 0.82
1770 episode | score: 19.65 | loss: 6.14324 | epsilon: 0.82
1780 episode | score: 19.81 | loss: 9.21170 | epsilon: 0.81
1790 episode | score: 20.38 | loss: 3.07755 | epsilon: 0.81
1800 episode | score: 20.05 | loss: 0.00715 | epsilon: 0.81
1810 episode | score: 19.92 | loss: 0.00642 | epsilon: 0.81
1820 episode | score: 19.72 | loss: 6.16206 | epsilon: 0.81
1830 episode | score: 20.17 | loss: 3.08543 | epsilon: 0.81
1840 episode | score: 20.40 | loss: 0.01139 | epsilon: 0.81
1850 episode | score: 19.91 | loss: 9.25146 | epsilon: 0.81
1860 episode | score: 19.45 | loss: 0.01091 | epsilon: 0.81
1870 episode | score: 19.95 | loss: 3.08919 | epsilon: 0.80
1880 episode | score: 19.95 | loss: 3.09290 | epsilon: 0.80
1890 episode | score: 20.06 | loss: 3.09373 | epsilon: 0.80
1900 episode | score: 19.62 | loss: 3.09537 | epsilon: 0.80
1910 episode | score: 19.74 | loss: 9.28857 | epsilon: 0.80
1920 episode | score: 19.39 | loss: 0.01136 | epsilon: 0.80
1930 episode | score: 18.98 | loss: 3.09867 | epsilon: 0.80
1940 episode | score: 18.85 | loss: 9.29198 | epsilon: 0.80
1950 episode | score: 18.65 | loss: 6.20680 | epsilon: 0.80
1960 episode | score: 18.50 | loss: 6.19838 | epsilon: 0.80
1970 episode | score: 18.70 | loss: 12.39041 | epsilon: 0.80
1980 episode | score: 19.06 | loss: 0.00748 | epsilon: 0.79
1990 episode | score: 19.03 | loss: 0.01201 | epsilon: 0.79
2000 episode | score: 18.70 | loss: 3.11340 | epsilon: 0.79
2010 episode | score: 18.77 | loss: 12.42186 | epsilon: 0.79
2020 episode | score: 18.70 | loss: 6.21584 | epsilon: 0.79
2030 episode | score: 18.37 | loss: 12.42553 | epsilon: 0.79
2040 episode | score: 18.16 | loss: 3.12806 | epsilon: 0.79
2050 episode | score: 17.93 | loss: 3.11494 | epsilon: 0.79
2060 episode | score: 18.89 | loss: 3.11441 | epsilon: 0.79
2070 episode | score: 18.64 | loss: 6.22741 | epsilon: 0.79
2080 episode | score: 18.78 | loss: 9.34277 | epsilon: 0.78
