state size: 2
action size: 2
0 episode | score: 14.00 | loss: 0.00000 | epsilon: 1.00
10 episode | score: 15.14 | loss: 0.00000 | epsilon: 1.00
20 episode | score: 14.99 | loss: 0.00000 | epsilon: 1.00
30 episode | score: 15.54 | loss: 0.00000 | epsilon: 1.00
40 episode | score: 16.37 | loss: 0.00000 | epsilon: 1.00
50 episode | score: 17.11 | loss: 0.91740 | epsilon: 1.00
60 episode | score: 17.42 | loss: 0.89279 | epsilon: 1.00
70 episode | score: 17.86 | loss: 0.89051 | epsilon: 1.00
80 episode | score: 17.78 | loss: 0.88985 | epsilon: 1.00
90 episode | score: 18.31 | loss: 1.03250 | epsilon: 0.99
100 episode | score: 18.50 | loss: 1.09452 | epsilon: 0.99
110 episode | score: 18.46 | loss: 1.09127 | epsilon: 0.99
120 episode | score: 18.78 | loss: 1.11621 | epsilon: 0.99
130 episode | score: 18.97 | loss: 1.26256 | epsilon: 0.99
140 episode | score: 18.80 | loss: 1.19863 | epsilon: 0.99
150 episode | score: 18.95 | loss: 1.50145 | epsilon: 0.99
160 episode | score: 19.27 | loss: 1.48774 | epsilon: 0.99
170 episode | score: 20.02 | loss: 0.96554 | epsilon: 0.99
180 episode | score: 20.30 | loss: 1.33229 | epsilon: 0.98
190 episode | score: 20.50 | loss: 2.65140 | epsilon: 0.98
200 episode | score: 20.93 | loss: 1.24990 | epsilon: 0.98
210 episode | score: 20.63 | loss: 1.40032 | epsilon: 0.98
220 episode | score: 20.76 | loss: 0.63020 | epsilon: 0.98
230 episode | score: 20.33 | loss: 2.00363 | epsilon: 0.98
240 episode | score: 20.96 | loss: 1.55486 | epsilon: 0.98
250 episode | score: 21.10 | loss: 0.67576 | epsilon: 0.98
260 episode | score: 21.55 | loss: 1.78605 | epsilon: 0.98
270 episode | score: 21.63 | loss: 1.49032 | epsilon: 0.97
280 episode | score: 21.77 | loss: 0.15681 | epsilon: 0.97
290 episode | score: 21.76 | loss: 0.02523 | epsilon: 0.97
300 episode | score: 22.20 | loss: 0.07478 | epsilon: 0.97
310 episode | score: 22.02 | loss: 0.03578 | epsilon: 0.97
320 episode | score: 22.12 | loss: 0.58918 | epsilon: 0.97
330 episode | score: 21.60 | loss: 1.18283 | epsilon: 0.97
340 episode | score: 21.31 | loss: 2.43846 | epsilon: 0.97
350 episode | score: 21.17 | loss: 3.75862 | epsilon: 0.97
360 episode | score: 21.43 | loss: 0.11496 | epsilon: 0.96
370 episode | score: 21.28 | loss: 4.06548 | epsilon: 0.96
380 episode | score: 21.03 | loss: 0.05250 | epsilon: 0.96
390 episode | score: 21.47 | loss: 0.41196 | epsilon: 0.96
400 episode | score: 21.74 | loss: 2.94613 | epsilon: 0.96
410 episode | score: 21.63 | loss: 1.50404 | epsilon: 0.96
420 episode | score: 21.40 | loss: 1.53850 | epsilon: 0.96
430 episode | score: 20.77 | loss: 0.01648 | epsilon: 0.96
440 episode | score: 20.70 | loss: 1.63693 | epsilon: 0.96
450 episode | score: 21.16 | loss: 3.54800 | epsilon: 0.95
460 episode | score: 20.92 | loss: 5.31181 | epsilon: 0.95
470 episode | score: 20.37 | loss: 3.38696 | epsilon: 0.95
480 episode | score: 20.24 | loss: 3.44160 | epsilon: 0.95
490 episode | score: 21.13 | loss: 0.00429 | epsilon: 0.95
500 episode | score: 21.53 | loss: 3.64650 | epsilon: 0.95
510 episode | score: 20.95 | loss: 2.18626 | epsilon: 0.95
520 episode | score: 21.25 | loss: 3.72321 | epsilon: 0.95
530 episode | score: 21.15 | loss: 3.77113 | epsilon: 0.95
540 episode | score: 20.73 | loss: 5.73310 | epsilon: 0.94
550 episode | score: 20.59 | loss: 1.95092 | epsilon: 0.94
560 episode | score: 21.04 | loss: 2.21021 | epsilon: 0.94
570 episode | score: 21.55 | loss: 3.98946 | epsilon: 0.94
580 episode | score: 21.29 | loss: 4.03620 | epsilon: 0.94
590 episode | score: 21.39 | loss: 2.17458 | epsilon: 0.94
600 episode | score: 20.94 | loss: 2.06386 | epsilon: 0.94
610 episode | score: 21.52 | loss: 4.19039 | epsilon: 0.94
620 episode | score: 20.82 | loss: 4.25988 | epsilon: 0.94
630 episode | score: 20.53 | loss: 4.41006 | epsilon: 0.93
640 episode | score: 20.95 | loss: 6.47086 | epsilon: 0.93
650 episode | score: 21.37 | loss: 0.01915 | epsilon: 0.93
660 episode | score: 21.06 | loss: 2.23683 | epsilon: 0.93
670 episode | score: 21.39 | loss: 2.22770 | epsilon: 0.93
680 episode | score: 20.83 | loss: 4.49859 | epsilon: 0.93
690 episode | score: 20.59 | loss: 2.27277 | epsilon: 0.93
700 episode | score: 20.49 | loss: 15.96032 | epsilon: 0.93
710 episode | score: 20.20 | loss: 6.89658 | epsilon: 0.93
720 episode | score: 19.91 | loss: 2.41078 | epsilon: 0.93
730 episode | score: 19.75 | loss: 2.50353 | epsilon: 0.92
740 episode | score: 20.19 | loss: 4.69766 | epsilon: 0.92
750 episode | score: 20.40 | loss: 4.72937 | epsilon: 0.92
760 episode | score: 20.58 | loss: 11.96673 | epsilon: 0.92
770 episode | score: 20.41 | loss: 2.44021 | epsilon: 0.92
780 episode | score: 20.62 | loss: 4.83684 | epsilon: 0.92
790 episode | score: 20.25 | loss: 2.44735 | epsilon: 0.92
800 episode | score: 20.64 | loss: 4.89538 | epsilon: 0.92
810 episode | score: 20.73 | loss: 4.94110 | epsilon: 0.92
820 episode | score: 21.07 | loss: 2.48479 | epsilon: 0.91
830 episode | score: 20.95 | loss: 2.49864 | epsilon: 0.91
840 episode | score: 20.55 | loss: 5.02297 | epsilon: 0.91
850 episode | score: 20.59 | loss: 2.52492 | epsilon: 0.91
860 episode | score: 21.25 | loss: 0.00486 | epsilon: 0.91
870 episode | score: 21.18 | loss: 5.10663 | epsilon: 0.91
880 episode | score: 21.05 | loss: 5.12929 | epsilon: 0.91
890 episode | score: 20.68 | loss: 2.58029 | epsilon: 0.91
900 episode | score: 20.89 | loss: 2.74356 | epsilon: 0.91
910 episode | score: 21.34 | loss: 0.00703 | epsilon: 0.90
920 episode | score: 21.42 | loss: 2.76641 | epsilon: 0.90
930 episode | score: 21.03 | loss: 0.00357 | epsilon: 0.90
940 episode | score: 21.36 | loss: 7.92934 | epsilon: 0.90
950 episode | score: 21.20 | loss: 0.00556 | epsilon: 0.90
960 episode | score: 21.25 | loss: 5.32524 | epsilon: 0.90
970 episode | score: 20.95 | loss: 2.67436 | epsilon: 0.90
980 episode | score: 21.38 | loss: 0.02232 | epsilon: 0.90
990 episode | score: 21.16 | loss: 10.79075 | epsilon: 0.90
1000 episode | score: 20.51 | loss: 0.00397 | epsilon: 0.89
1010 episode | score: 20.54 | loss: 5.53934 | epsilon: 0.89
1020 episode | score: 20.14 | loss: 2.72113 | epsilon: 0.89
1030 episode | score: 20.26 | loss: 10.91243 | epsilon: 0.89
1040 episode | score: 20.41 | loss: 2.75549 | epsilon: 0.89
1050 episode | score: 20.75 | loss: 5.50044 | epsilon: 0.89
1060 episode | score: 20.83 | loss: 0.13083 | epsilon: 0.89
1070 episode | score: 20.81 | loss: 8.33426 | epsilon: 0.89
1080 episode | score: 20.69 | loss: 8.33252 | epsilon: 0.89
1090 episode | score: 20.42 | loss: 5.57582 | epsilon: 0.88
1100 episode | score: 20.26 | loss: 2.81415 | epsilon: 0.88
1110 episode | score: 20.07 | loss: 5.68152 | epsilon: 0.88
1120 episode | score: 20.16 | loss: 5.62158 | epsilon: 0.88
1130 episode | score: 20.01 | loss: 5.63207 | epsilon: 0.88
1140 episode | score: 20.62 | loss: 2.83190 | epsilon: 0.88
1150 episode | score: 20.34 | loss: 5.65986 | epsilon: 0.88
1160 episode | score: 20.94 | loss: 11.34918 | epsilon: 0.88
1170 episode | score: 20.95 | loss: 8.53138 | epsilon: 0.88
1180 episode | score: 20.41 | loss: 8.54962 | epsilon: 0.88
1190 episode | score: 20.17 | loss: 0.01222 | epsilon: 0.87
1200 episode | score: 19.98 | loss: 8.59732 | epsilon: 0.87
1210 episode | score: 19.61 | loss: 2.86525 | epsilon: 0.87
1220 episode | score: 19.75 | loss: 0.03199 | epsilon: 0.87
1230 episode | score: 19.58 | loss: 2.94229 | epsilon: 0.87
1240 episode | score: 19.95 | loss: 8.65419 | epsilon: 0.87
1250 episode | score: 19.75 | loss: 8.67636 | epsilon: 0.87
1260 episode | score: 18.96 | loss: 5.78765 | epsilon: 0.87
1270 episode | score: 18.85 | loss: 8.69449 | epsilon: 0.87
1280 episode | score: 18.97 | loss: 8.71091 | epsilon: 0.87
1290 episode | score: 19.65 | loss: 5.82518 | epsilon: 0.86
1300 episode | score: 20.11 | loss: 8.74714 | epsilon: 0.86
1310 episode | score: 20.12 | loss: 2.92290 | epsilon: 0.86
1320 episode | score: 20.65 | loss: 5.85733 | epsilon: 0.86
1330 episode | score: 21.03 | loss: 8.82188 | epsilon: 0.86
1340 episode | score: 20.80 | loss: 5.90190 | epsilon: 0.86
1350 episode | score: 21.07 | loss: 2.94564 | epsilon: 0.86
1360 episode | score: 20.76 | loss: 0.00495 | epsilon: 0.86
1370 episode | score: 20.56 | loss: 2.95800 | epsilon: 0.86
1380 episode | score: 20.51 | loss: 11.82387 | epsilon: 0.85
1390 episode | score: 19.96 | loss: 5.94471 | epsilon: 0.85
1400 episode | score: 19.82 | loss: 2.96978 | epsilon: 0.85
1410 episode | score: 19.88 | loss: 11.87814 | epsilon: 0.85
1420 episode | score: 19.43 | loss: 5.94473 | epsilon: 0.85
1430 episode | score: 19.41 | loss: 0.00350 | epsilon: 0.85
1440 episode | score: 19.70 | loss: 2.99267 | epsilon: 0.85
1450 episode | score: 19.42 | loss: 2.98390 | epsilon: 0.85
1460 episode | score: 19.01 | loss: 14.92412 | epsilon: 0.85
1470 episode | score: 19.22 | loss: 11.95256 | epsilon: 0.85
1480 episode | score: 18.91 | loss: 11.96531 | epsilon: 0.84
1490 episode | score: 18.94 | loss: 3.00033 | epsilon: 0.84
1500 episode | score: 19.21 | loss: 0.00470 | epsilon: 0.84
1510 episode | score: 18.85 | loss: 3.00245 | epsilon: 0.84
1520 episode | score: 18.92 | loss: 9.01507 | epsilon: 0.84
1530 episode | score: 18.83 | loss: 3.01765 | epsilon: 0.84
1540 episode | score: 18.48 | loss: 12.05304 | epsilon: 0.84
1550 episode | score: 18.65 | loss: 6.03717 | epsilon: 0.84
1560 episode | score: 18.29 | loss: 9.04360 | epsilon: 0.84
1570 episode | score: 18.46 | loss: 6.03808 | epsilon: 0.84
1580 episode | score: 18.58 | loss: 12.08133 | epsilon: 0.84
1590 episode | score: 18.79 | loss: 15.13209 | epsilon: 0.83
1600 episode | score: 18.41 | loss: 3.02807 | epsilon: 0.83
1610 episode | score: 18.24 | loss: 12.11519 | epsilon: 0.83
1620 episode | score: 18.40 | loss: 3.03542 | epsilon: 0.83
1630 episode | score: 17.89 | loss: 9.09746 | epsilon: 0.83
1640 episode | score: 17.73 | loss: 12.14217 | epsilon: 0.83
1650 episode | score: 17.76 | loss: 9.11217 | epsilon: 0.83
1660 episode | score: 18.05 | loss: 3.04477 | epsilon: 0.83
1670 episode | score: 18.34 | loss: 6.09154 | epsilon: 0.83
1680 episode | score: 18.42 | loss: 3.08054 | epsilon: 0.83
1690 episode | score: 18.44 | loss: 6.09643 | epsilon: 0.82
1700 episode | score: 18.50 | loss: 12.19746 | epsilon: 0.82
1710 episode | score: 18.85 | loss: 6.10960 | epsilon: 0.82
1720 episode | score: 18.87 | loss: 6.11120 | epsilon: 0.82
1730 episode | score: 18.85 | loss: 0.00835 | epsilon: 0.82
1740 episode | score: 18.86 | loss: 6.12473 | epsilon: 0.82
1750 episode | score: 18.84 | loss: 6.12177 | epsilon: 0.82
1760 episode | score: 18.80 | loss: 6.13063 | epsilon: 0.82
1770 episode | score: 18.87 | loss: 0.00520 | epsilon: 0.82
1780 episode | score: 18.37 | loss: 6.12660 | epsilon: 0.82
1790 episode | score: 18.17 | loss: 0.00613 | epsilon: 0.81
1800 episode | score: 18.38 | loss: 6.13936 | epsilon: 0.81
1810 episode | score: 18.58 | loss: 3.08122 | epsilon: 0.81
1820 episode | score: 18.53 | loss: 6.14547 | epsilon: 0.81
1830 episode | score: 19.04 | loss: 3.09103 | epsilon: 0.81
1840 episode | score: 18.58 | loss: 6.15517 | epsilon: 0.81
1850 episode | score: 18.84 | loss: 3.08051 | epsilon: 0.81
1860 episode | score: 19.18 | loss: 9.23904 | epsilon: 0.81
1870 episode | score: 19.06 | loss: 12.33134 | epsilon: 0.81
1880 episode | score: 19.32 | loss: 6.17073 | epsilon: 0.81
1890 episode | score: 19.33 | loss: 3.08737 | epsilon: 0.80
1900 episode | score: 18.84 | loss: 6.17802 | epsilon: 0.80
1910 episode | score: 18.97 | loss: 12.34271 | epsilon: 0.80
1920 episode | score: 18.76 | loss: 12.36291 | epsilon: 0.80
1930 episode | score: 18.54 | loss: 0.00726 | epsilon: 0.80
1940 episode | score: 18.89 | loss: 15.46001 | epsilon: 0.80
1950 episode | score: 18.78 | loss: 3.09704 | epsilon: 0.80
1960 episode | score: 18.82 | loss: 9.28160 | epsilon: 0.80
1970 episode | score: 18.96 | loss: 3.10331 | epsilon: 0.80
1980 episode | score: 18.62 | loss: 6.19610 | epsilon: 0.80
1990 episode | score: 18.93 | loss: 3.10292 | epsilon: 0.79
2000 episode | score: 19.19 | loss: 9.30381 | epsilon: 0.79
2010 episode | score: 19.04 | loss: 6.20035 | epsilon: 0.79
2020 episode | score: 19.25 | loss: 6.21304 | epsilon: 0.79
2030 episode | score: 20.39 | loss: 0.00720 | epsilon: 0.79
2040 episode | score: 20.25 | loss: 3.11179 | epsilon: 0.79
2050 episode | score: 19.94 | loss: 12.42803 | epsilon: 0.79
2060 episode | score: 19.56 | loss: 6.21540 | epsilon: 0.79
2070 episode | score: 19.11 | loss: 3.10674 | epsilon: 0.79
2080 episode | score: 19.43 | loss: 3.11634 | epsilon: 0.79
2090 episode | score: 19.08 | loss: 3.11228 | epsilon: 0.78
2100 episode | score: 19.18 | loss: 9.33509 | epsilon: 0.78
2110 episode | score: 19.10 | loss: 15.55304 | epsilon: 0.78
2120 episode | score: 18.78 | loss: 3.12059 | epsilon: 0.78
2130 episode | score: 18.67 | loss: 6.23708 | epsilon: 0.78
2140 episode | score: 18.26 | loss: 3.11917 | epsilon: 0.78
2150 episode | score: 18.24 | loss: 3.11724 | epsilon: 0.78
2160 episode | score: 18.32 | loss: 6.23240 | epsilon: 0.78
2170 episode | score: 18.30 | loss: 3.12151 | epsilon: 0.78
2180 episode | score: 18.38 | loss: 0.01216 | epsilon: 0.78
2190 episode | score: 18.02 | loss: 6.24374 | epsilon: 0.77
2200 episode | score: 18.04 | loss: 3.12200 | epsilon: 0.77
2210 episode | score: 18.09 | loss: 0.00507 | epsilon: 0.77
2220 episode | score: 17.99 | loss: 9.35655 | epsilon: 0.77
2230 episode | score: 17.97 | loss: 6.24355 | epsilon: 0.77
2240 episode | score: 17.84 | loss: 9.36463 | epsilon: 0.77
2250 episode | score: 18.16 | loss: 9.36937 | epsilon: 0.77
2260 episode | score: 18.56 | loss: 3.12912 | epsilon: 0.77
2270 episode | score: 18.37 | loss: 0.01077 | epsilon: 0.77
2280 episode | score: 18.57 | loss: 9.37825 | epsilon: 0.77
2290 episode | score: 19.75 | loss: 3.13210 | epsilon: 0.76
2300 episode | score: 19.31 | loss: 9.38858 | epsilon: 0.76
2310 episode | score: 18.99 | loss: 3.13742 | epsilon: 0.76
2320 episode | score: 18.97 | loss: 3.13512 | epsilon: 0.76
2330 episode | score: 19.10 | loss: 3.13503 | epsilon: 0.76
2340 episode | score: 18.83 | loss: 3.13679 | epsilon: 0.76
2350 episode | score: 19.16 | loss: 3.14030 | epsilon: 0.76
2360 episode | score: 18.98 | loss: 9.39312 | epsilon: 0.76
2370 episode | score: 19.10 | loss: 0.00914 | epsilon: 0.76
2380 episode | score: 19.43 | loss: 3.13832 | epsilon: 0.76
2390 episode | score: 19.42 | loss: 6.26148 | epsilon: 0.75
2400 episode | score: 19.17 | loss: 0.01035 | epsilon: 0.75
2410 episode | score: 19.33 | loss: 3.13816 | epsilon: 0.75
2420 episode | score: 19.32 | loss: 3.14136 | epsilon: 0.75
2430 episode | score: 19.10 | loss: 0.00647 | epsilon: 0.75
2440 episode | score: 19.12 | loss: 6.27155 | epsilon: 0.75
2450 episode | score: 18.84 | loss: 9.40925 | epsilon: 0.75
2460 episode | score: 18.68 | loss: 6.27295 | epsilon: 0.75
2470 episode | score: 18.55 | loss: 6.27392 | epsilon: 0.75
2480 episode | score: 18.39 | loss: 12.55344 | epsilon: 0.75
2490 episode | score: 18.36 | loss: 3.14624 | epsilon: 0.75
2500 episode | score: 18.37 | loss: 3.15324 | epsilon: 0.74
2510 episode | score: 18.05 | loss: 3.14273 | epsilon: 0.74
2520 episode | score: 17.52 | loss: 3.14560 | epsilon: 0.74
2530 episode | score: 17.59 | loss: 6.28830 | epsilon: 0.74
2540 episode | score: 17.64 | loss: 6.28414 | epsilon: 0.74
2550 episode | score: 17.25 | loss: 9.42379 | epsilon: 0.74
2560 episode | score: 17.26 | loss: 15.69999 | epsilon: 0.74
2570 episode | score: 17.60 | loss: 0.00684 | epsilon: 0.74
2580 episode | score: 17.57 | loss: 6.28062 | epsilon: 0.74
2590 episode | score: 17.78 | loss: 6.28449 | epsilon: 0.74
2600 episode | score: 17.89 | loss: 6.27932 | epsilon: 0.74
2610 episode | score: 18.09 | loss: 0.00663 | epsilon: 0.73
2620 episode | score: 18.30 | loss: 3.14260 | epsilon: 0.73
2630 episode | score: 18.27 | loss: 0.00594 | epsilon: 0.73
2640 episode | score: 18.59 | loss: 0.01305 | epsilon: 0.73
2650 episode | score: 18.80 | loss: 3.14576 | epsilon: 0.73
2660 episode | score: 19.19 | loss: 6.29371 | epsilon: 0.73
2670 episode | score: 19.12 | loss: 3.15384 | epsilon: 0.73
2680 episode | score: 19.17 | loss: 3.15155 | epsilon: 0.73
2690 episode | score: 18.92 | loss: 3.15526 | epsilon: 0.73
2700 episode | score: 19.44 | loss: 3.15062 | epsilon: 0.72
2710 episode | score: 18.84 | loss: 6.29979 | epsilon: 0.72
2720 episode | score: 19.26 | loss: 3.15319 | epsilon: 0.72
2730 episode | score: 18.87 | loss: 9.43489 | epsilon: 0.72
2740 episode | score: 19.02 | loss: 3.15874 | epsilon: 0.72
2750 episode | score: 18.79 | loss: 9.44554 | epsilon: 0.72
2760 episode | score: 18.94 | loss: 6.30468 | epsilon: 0.72
2770 episode | score: 18.79 | loss: 3.14999 | epsilon: 0.72
2780 episode | score: 18.53 | loss: 12.59355 | epsilon: 0.72
2790 episode | score: 19.19 | loss: 6.30471 | epsilon: 0.72
2800 episode | score: 18.84 | loss: 9.45584 | epsilon: 0.71
2810 episode | score: 19.01 | loss: 6.30544 | epsilon: 0.71
2820 episode | score: 19.06 | loss: 9.44387 | epsilon: 0.71
2830 episode | score: 19.13 | loss: 12.58745 | epsilon: 0.71
2840 episode | score: 18.67 | loss: 6.29865 | epsilon: 0.71
2850 episode | score: 18.66 | loss: 9.44117 | epsilon: 0.71
2860 episode | score: 18.36 | loss: 0.00922 | epsilon: 0.71
2870 episode | score: 18.88 | loss: 9.45860 | epsilon: 0.71
2880 episode | score: 19.03 | loss: 3.16139 | epsilon: 0.71
2890 episode | score: 19.20 | loss: 0.01193 | epsilon: 0.71
2900 episode | score: 18.83 | loss: 6.30451 | epsilon: 0.70
2910 episode | score: 18.40 | loss: 6.30374 | epsilon: 0.70
2920 episode | score: 18.93 | loss: 9.45724 | epsilon: 0.70
2930 episode | score: 18.84 | loss: 3.16600 | epsilon: 0.70
2940 episode | score: 19.15 | loss: 0.01241 | epsilon: 0.70
2950 episode | score: 19.27 | loss: 9.46479 | epsilon: 0.70
2960 episode | score: 19.02 | loss: 9.46143 | epsilon: 0.70
2970 episode | score: 18.87 | loss: 0.00822 | epsilon: 0.70
2980 episode | score: 19.22 | loss: 3.16664 | epsilon: 0.70
2990 episode | score: 18.85 | loss: 3.16896 | epsilon: 0.70
3000 episode | score: 19.14 | loss: 3.16560 | epsilon: 0.69
3010 episode | score: 19.49 | loss: 3.15608 | epsilon: 0.69
3020 episode | score: 19.28 | loss: 9.45250 | epsilon: 0.69
