state size: 2
action size: 2
0 episode | score: 80.00 | loss: 0.00000 | epsilon: 1.00
10 episode | score: 74.49 | loss: 0.00000 | epsilon: 1.00
20 episode | score: 68.99 | loss: 0.00000 | epsilon: 1.00
30 episode | score: 65.26 | loss: 0.00000 | epsilon: 1.00
40 episode | score: 61.04 | loss: 0.29040 | epsilon: 1.00
50 episode | score: 57.61 | loss: 0.15257 | epsilon: 0.99
60 episode | score: 53.95 | loss: 0.05051 | epsilon: 0.98
70 episode | score: 50.89 | loss: 0.15871 | epsilon: 0.96
80 episode | score: 47.86 | loss: 0.15832 | epsilon: 0.95
90 episode | score: 45.08 | loss: 0.34010 | epsilon: 0.94
100 episode | score: 42.66 | loss: 0.20312 | epsilon: 0.93
110 episode | score: 40.21 | loss: 0.68318 | epsilon: 0.92
120 episode | score: 38.12 | loss: 0.89860 | epsilon: 0.91
130 episode | score: 36.39 | loss: 0.91287 | epsilon: 0.90
140 episode | score: 34.79 | loss: 0.99161 | epsilon: 0.89
150 episode | score: 34.08 | loss: 0.40306 | epsilon: 0.88
160 episode | score: 32.49 | loss: 0.43571 | epsilon: 0.87
170 episode | score: 31.12 | loss: 0.47168 | epsilon: 0.86
180 episode | score: 29.74 | loss: 0.27309 | epsilon: 0.85
190 episode | score: 29.05 | loss: 0.04559 | epsilon: 0.84
200 episode | score: 28.51 | loss: 0.80397 | epsilon: 0.83
210 episode | score: 28.18 | loss: 0.81506 | epsilon: 0.82
220 episode | score: 27.37 | loss: 1.37991 | epsilon: 0.80
230 episode | score: 26.37 | loss: 0.59892 | epsilon: 0.80
240 episode | score: 25.97 | loss: 0.17724 | epsilon: 0.78
250 episode | score: 25.52 | loss: 1.59770 | epsilon: 0.77
260 episode | score: 24.60 | loss: 0.74831 | epsilon: 0.76
270 episode | score: 24.02 | loss: 0.99865 | epsilon: 0.76
280 episode | score: 23.63 | loss: 1.45701 | epsilon: 0.74
290 episode | score: 23.96 | loss: 0.37782 | epsilon: 0.73
300 episode | score: 23.45 | loss: 0.38724 | epsilon: 0.72
310 episode | score: 23.03 | loss: 1.10799 | epsilon: 0.71
320 episode | score: 22.35 | loss: 1.13922 | epsilon: 0.70
330 episode | score: 21.75 | loss: 0.46566 | epsilon: 0.69
340 episode | score: 21.04 | loss: 2.68538 | epsilon: 0.69
350 episode | score: 20.35 | loss: 1.24826 | epsilon: 0.68
360 episode | score: 19.92 | loss: 1.22111 | epsilon: 0.67
370 episode | score: 19.09 | loss: 1.78458 | epsilon: 0.66
380 episode | score: 18.96 | loss: 1.12374 | epsilon: 0.65
390 episode | score: 18.53 | loss: 0.44368 | epsilon: 0.65
400 episode | score: 18.28 | loss: 2.66969 | epsilon: 0.64
410 episode | score: 19.05 | loss: 2.59334 | epsilon: 0.63
420 episode | score: 18.63 | loss: 1.32983 | epsilon: 0.62
430 episode | score: 19.15 | loss: 1.13541 | epsilon: 0.60
440 episode | score: 18.95 | loss: 2.70660 | epsilon: 0.60
450 episode | score: 18.79 | loss: 1.84391 | epsilon: 0.59
460 episode | score: 18.51 | loss: 2.33208 | epsilon: 0.58
470 episode | score: 18.16 | loss: 1.43879 | epsilon: 0.57
480 episode | score: 17.57 | loss: 2.44077 | epsilon: 0.56
490 episode | score: 17.21 | loss: 2.40547 | epsilon: 0.56
500 episode | score: 17.05 | loss: 2.43233 | epsilon: 0.55
510 episode | score: 16.84 | loss: 1.95299 | epsilon: 0.54
520 episode | score: 16.34 | loss: 3.94457 | epsilon: 0.53
530 episode | score: 16.24 | loss: 1.49934 | epsilon: 0.53
540 episode | score: 16.20 | loss: 1.02105 | epsilon: 0.52
550 episode | score: 16.31 | loss: 3.04515 | epsilon: 0.51
560 episode | score: 16.01 | loss: 3.06901 | epsilon: 0.50
570 episode | score: 15.76 | loss: 1.11142 | epsilon: 0.49
580 episode | score: 15.51 | loss: 2.59021 | epsilon: 0.49
590 episode | score: 15.31 | loss: 1.73723 | epsilon: 0.48
600 episode | score: 14.73 | loss: 1.12788 | epsilon: 0.47
610 episode | score: 14.43 | loss: 2.67108 | epsilon: 0.47
620 episode | score: 14.07 | loss: 3.71169 | epsilon: 0.46
630 episode | score: 13.61 | loss: 2.13854 | epsilon: 0.46
640 episode | score: 13.47 | loss: 3.76512 | epsilon: 0.45
650 episode | score: 13.43 | loss: 2.72452 | epsilon: 0.44
660 episode | score: 13.41 | loss: 3.82960 | epsilon: 0.44
670 episode | score: 13.35 | loss: 4.46758 | epsilon: 0.43
680 episode | score: 13.00 | loss: 3.36376 | epsilon: 0.42
690 episode | score: 13.07 | loss: 2.80832 | epsilon: 0.42
700 episode | score: 12.76 | loss: 3.33555 | epsilon: 0.41
